train/value_loss,train/clip_fraction,train/loss,train/std,time/iterations,train/n_updates,train/entropy_loss,rollout/ep_rew_mean,time/fps,time/total_timesteps,train/policy_gradient_loss,train/approx_kl,train/explained_variance,train/clip_range,train/learning_rate,rollout/ep_len_mean,time/time_elapsed
0.03230842873454094,0.0,0.013931481167674065,0.13530372083187103,10,90,1.7438151359558105,0.25,171,640,-0.0007509190589189529,0.00047648698,-0.1027902364730835,0.2,1e-05,2.93,3
0.02074310854077339,0.0,0.005245315842330456,0.1353011578321457,20,190,1.7439529299736023,0.14,172,1280,-0.001813860470429063,0.00040290318,-0.20726323127746582,0.2,1e-05,2.98,7
10.235094165802002,0.0,5.104238986968994,0.13527990877628326,30,290,1.7443458318710328,0.7,173,1920,-0.0037481971085071564,0.0012529064,-0.009361863136291504,0.2,1e-05,2.89,11
0.01508443644270301,0.0,0.001944991759955883,0.13525442779064178,40,390,1.7448727488517761,0.24,172,2560,-0.0018106822855770588,0.00037382636,-67.14984893798828,0.2,1e-05,2.92,14
3.1141303300857546,0.0,1.547325611114502,0.13524341583251953,50,490,1.74523184299469,0.72,171,3200,-0.0032421267591416837,0.00036211312,0.004369258880615234,0.2,1e-05,2.93,18
2.5932350397109984,0.0,1.2911447286605835,0.13520769774913788,60,590,1.7459305286407472,0.35,171,3840,-0.0019561046734452247,0.0003784597,0.0121268630027771,0.2,1e-05,2.93,22
0.022888770513236522,0.0,0.001805262640118599,0.1351703256368637,70,690,1.7467318773269653,0.3,171,4480,-0.004080483876168728,0.0005564336,-5.804923057556152,0.2,1e-05,2.96,26
0.3956444442272186,0.0,0.18492180109024048,0.13509613275527954,80,790,1.7484286665916442,0.62,171,5120,-0.0058380203321576115,0.001228245,-0.009721636772155762,0.2,1e-05,2.97,29
0.7692939698696136,0.0,0.3785807490348816,0.1350748986005783,90,890,1.7489671945571899,0.39,170,5760,-0.0023019040003418923,0.0007368773,-0.0003719329833984375,0.2,1e-05,2.94,33
1.523662543296814,0.0,0.7456187009811401,0.13507279753684998,100,990,1.7489885449409486,0.56,169,6400,-0.0073075171560049055,0.0017817691,0.0014534592628479004,0.2,1e-05,2.91,37
0.056550896167755126,0.0,0.016721056774258614,0.13501042127609253,110,1090,1.7504387617111206,0.21,169,7040,-0.0046163160353899,0.0007063523,-1.7025701999664307,0.2,1e-05,2.96,41
2.6721155405044557,0.0,1.325530767440796,0.13497485220432281,120,1190,1.7511764168739319,0.78,168,7680,-0.004440725222229958,0.0010779686,-0.002017974853515625,0.2,1e-05,2.93,45
0.49320992827415466,0.0,0.24391070008277893,0.13497066497802734,130,1290,1.7512036323547364,0.44,168,8320,-0.000625484436750412,0.00032817572,0.0020391345024108887,0.2,1e-05,2.95,49
2.0987167596817016,0.0,1.0429469347000122,0.13493454456329346,140,1390,1.7519638299942017,0.7,168,8960,-0.0022862817160785196,0.0007839976,0.055540502071380615,0.2,1e-05,2.92,53
0.3945280730724335,0.0,0.19153815507888794,0.13483937084674835,150,1490,1.754147481918335,0.38,168,9600,-0.0021378334611654283,0.00054547004,0.009128153324127197,0.2,1e-05,2.93,57
6.8285685062408445,0.0,3.4065101146698,0.1347692906856537,160,1590,1.7557098627090455,0.8,167,10240,-0.002854445856064558,0.00021144841,-0.004398226737976074,0.2,1e-05,2.95,60
3.1471911430358888,0.0,1.5681391954421997,0.13470040261745453,170,1690,1.7571748495101929,1.4,167,10880,-0.0015492849051952362,0.00032380316,0.00015670061111450195,0.2,1e-05,2.86,64
1.6710592031478881,0.0,0.8285343647003174,0.13465777039527893,180,1790,1.7582011699676514,0.57,167,11520,-0.00249446090310812,0.000438123,-0.009807586669921875,0.2,1e-05,2.95,68
11.150886154174804,0.0,5.565809726715088,0.13463447988033295,190,1890,1.758680820465088,1.17,167,12160,-0.0029605450108647346,0.0005765557,-0.0035325288772583008,0.2,1e-05,2.91,72
0.9888675749301911,0.0,0.4908570945262909,0.13458211719989777,200,1990,1.7598796844482423,0.36,167,12800,-0.0011020284611731768,0.0006102482,-0.028518080711364746,0.2,1e-05,2.95,76
1.7218825578689576,0.0,0.8502333760261536,0.13451890647411346,210,2090,1.7614235043525697,0.73,167,13440,-0.004455253109335899,0.0015010722,-0.004742145538330078,0.2,1e-05,2.87,80
0.8039419949054718,0.0,0.3925844728946686,0.1344882845878601,220,2190,1.761947786808014,0.66,167,14080,-0.004548007808625698,0.0021608137,0.007146656513214111,0.2,1e-05,2.93,84
3.9003259897232057,0.0,1.937251329421997,0.13447311520576477,230,2290,1.7623809337615968,0.52,167,14720,-0.0049192442558705805,0.0007158378,-0.015246391296386719,0.2,1e-05,2.94,88
1.3745928764343263,0.0,0.6785801649093628,0.13446545600891113,240,2390,1.7625357866287232,0.25,167,15360,-0.003553415648639202,0.0005279146,-0.03210616111755371,0.2,1e-05,2.94,91
9.232620334625244,0.0,4.609053134918213,0.13440150022506714,250,2490,1.7639748692512511,0.67,166,16000,-0.0020118601620197295,0.0003981851,-0.003090500831604004,0.2,1e-05,2.92,95
1.650987410545349,0.0,0.8193526864051819,0.13435186445713043,260,2590,1.7649879693984984,0.59,166,16640,-0.0018985522910952568,0.00030700304,0.004502296447753906,0.2,1e-05,2.94,99
7.277889204025269,0.0,3.6289491653442383,0.13432617485523224,270,2690,1.765649437904358,0.79,167,17280,-0.0037098236382007597,0.0009195423,0.011683762073516846,0.2,1e-05,2.92,103
0.8267253279685974,0.0,0.39775362610816956,0.13429959118366241,280,2790,1.7662292838096618,0.8,167,17920,-0.007007020898163319,0.0014901245,0.004165291786193848,0.2,1e-05,2.92,106
1.4947683453559875,0.0,0.7410385608673096,0.1342518925666809,290,2890,1.7672649264335631,0.66,167,18560,-0.0026216499507427217,0.0009815237,-0.034644126892089844,0.2,1e-05,2.94,110
8.463347816467286,0.0,4.226372241973877,0.1341743916273117,300,2990,1.7689120531082154,0.89,168,19200,-0.0014506931416690349,0.00042737275,0.004860639572143555,0.2,1e-05,2.94,114
5.89094762802124,0.0,2.940760850906372,0.13411147892475128,310,3090,1.77036212682724,1.1,168,19840,-0.0009047437459230423,0.00019983854,0.02122253179550171,0.2,1e-05,2.91,117
4.691886711120605,0.0,2.338179588317871,0.13403885066509247,320,3190,1.7720818638801574,0.95,169,20480,-0.0025530070532113315,0.0008363575,-0.008539795875549316,0.2,1e-05,2.89,121
0.22433626651763916,0.0,0.10803293436765671,0.13400691747665405,330,3290,1.772757613658905,0.67,169,21120,-0.001171120535582304,0.00033487845,-0.17743170261383057,0.2,1e-05,2.84,124
1.5540135741233825,0.0,0.7703049182891846,0.13397090137004852,340,3390,1.7735538601875305,0.98,169,21760,-0.002611894905567169,0.0008582305,0.021565675735473633,0.2,1e-05,2.88,128
0.2572632938623428,0.0,0.12341895699501038,0.13388186693191528,350,3490,1.7754235863685608,1.01,169,22400,-0.0018098529428243638,0.00095073134,-0.42671334743499756,0.2,1e-05,2.92,131
2.444096541404724,0.0,1.2158160209655762,0.13379831612110138,360,3590,1.7773057222366333,0.38,169,23040,-0.0026944659650325773,0.000570233,0.0365939736366272,0.2,1e-05,2.96,135
0.6393511116504669,0.0,0.31366148591041565,0.13374613225460052,370,3690,1.778589129447937,0.65,170,23680,-0.0015368042048066854,0.00058084074,-0.10032367706298828,0.2,1e-05,2.91,139
3.3514816522598267,0.0,1.6662464141845703,0.1337278038263321,380,3790,1.7790138125419617,0.75,170,24320,-0.0036323487758636473,0.0010606917,0.024092495441436768,0.2,1e-05,2.92,142
4.717986011505127,0.0,2.350620746612549,0.13364334404468536,390,3890,1.7808085203170776,0.69,170,24960,-0.0035056879743933676,0.001217356,0.013698279857635498,0.2,1e-05,2.88,146
0.9332001328468322,0.0,0.45677298307418823,0.13361413776874542,400,3990,1.7815966606140137,0.69,170,25600,-0.004280052427202463,0.0014848523,0.04166358709335327,0.2,1e-05,2.91,149
8.648081398010254,0.0,4.32077693939209,0.13353866338729858,410,4090,1.7831338167190551,1.24,171,26240,0.00012099966406822204,4.4247136e-05,0.0046697258949279785,0.2,1e-05,2.85,153
1.4878684401512146,0.0,0.739307165145874,0.1334516853094101,420,4190,1.7852118849754333,0.79,171,26880,-0.0019489536061882973,0.00064122025,-0.020962953567504883,0.2,1e-05,2.89,156
